Amount,Class
24.66072288,NORMAL
37.59199224,NORMAL
47.20734787,NORMAL
38.35862999,NORMAL
4.558886458,NORMAL
85.38638712,NORMAL
37.52151217,NORMAL
0.59091081,NORMAL
64.81019897,NORMAL
46.54921404,NORMAL
35.49782516,NORMAL
41.62142449,NORMAL
22.7354465,NORMAL
19.25579041,NORMAL
59.22593067,NORMAL
7.806009675,NORMAL
49.49026781,NORMAL
20.36400178,NORMAL
58.95511912,NORMAL
59.216107,NORMAL
77.6132212,NORMAL
95.16776557,NORMAL
4860.212817,ANOMALY
11.3678756,NORMAL
66.72499078,NORMAL
45.27907653,NORMAL
68.77978405,NORMAL
7983.813121,ANOMALY
25.54067138,NORMAL
98.07471472,NORMAL
82.45878699,NORMAL
83.44596132,NORMAL
79.86174263,NORMAL
19.07815226,NORMAL
22.52405998,NORMAL
81.5777689,NORMAL
25.38867836,NORMAL
77.84994955,NORMAL
48.61674865,NORMAL
15.71925654,NORMAL
25.33083188,NORMAL
40.84193217,NORMAL
7201.381695,ANOMALY
75.34737083,NORMAL
68.06548223,NORMAL
49.38803197,NORMAL
70.22647637,NORMAL
3294.369961,ANOMALY
5.430583714,NORMAL
58.29460469,NORMAL
5.812348327,NORMAL
98.1852355,NORMAL
26.28776996,NORMAL
13.62680263,NORMAL
99.51189426,NORMAL
16.73036126,NORMAL
81.84680041,NORMAL
9373.081637,ANOMALY
90.68951238,NORMAL
63.37617007,NORMAL
41.84300884,NORMAL
30.30779835,NORMAL
9959.76504,ANOMALY
10.17560519,NORMAL
78.34797998,NORMAL
2.497120563,NORMAL
95.47970279,NORMAL
37.70270458,NORMAL
97.77533333,NORMAL
79.99723885,NORMAL
96.41295949,NORMAL
41.30027667,NORMAL
45.38861941,NORMAL
63.91444594,NORMAL
14.94527349,NORMAL
89.41913965,NORMAL
3.459189645,NORMAL
7074.152694,ANOMALY
27.33273679,NORMAL
65.01841636,NORMAL
9.848314205,NORMAL
81.691533,NORMAL
5.475411228,NORMAL
1.746054047,NORMAL
34.19389887,NORMAL
48.32012418,NORMAL
15.18520711,NORMAL
6608.801875,ANOMALY
75.65999367,NORMAL
52.54140426,NORMAL
65.14836872,NORMAL
60.09711366,NORMAL
58.00190533,NORMAL
58.44512031,NORMAL
89.16552666,NORMAL
29.73333624,NORMAL
54.46853256,NORMAL
55.10731763,NORMAL
98.46032707,NORMAL
56.74366402,NORMAL
2.693633896,NORMAL
93.3243255,NORMAL
74.6697554,NORMAL
34.95814123,NORMAL
25.86596891,NORMAL
69.37603891,NORMAL
53.60219029,NORMAL
57.42438648,NORMAL
6.539076664,NORMAL
51.60406382,NORMAL
67.00247941,NORMAL
81.58613136,NORMAL
1216.283253,ANOMALY
38.63932874,NORMAL
47.83777533,NORMAL
8.816769096,NORMAL
85.2865848,NORMAL
2732.944311,ANOMALY
8.532440008,NORMAL
47.1420129,NORMAL
61.05427993,NORMAL
36.26748028,NORMAL
38.31933157,NORMAL
84.40359189,NORMAL
26.57596192,NORMAL
62.6113096,NORMAL
25.19914853,NORMAL
8436.795203,ANOMALY
90.25433643,NORMAL
23.25363811,NORMAL
49.48201615,NORMAL
51.80532799,NORMAL
62.03542653,NORMAL
66.3659903,NORMAL
55.74122704,NORMAL
8.979376053,NORMAL
69.03849784,NORMAL
23.16254259,NORMAL
75.92041386,NORMAL
71.12033606,NORMAL
45.14096293,NORMAL
72.80724639,NORMAL
3719.965594,ANOMALY
99.2425078,NORMAL
71.79468648,NORMAL
80.37366918,NORMAL
17.6253461,NORMAL
17.02744698,NORMAL
91.37151471,NORMAL
49.85679873,NORMAL
84.29411022,NORMAL
10.66606452,NORMAL
8166.719053,ANOMALY
80.29321287,NORMAL
12.07343619,NORMAL
62.82857967,NORMAL
85.23834983,NORMAL
8137.668724,ANOMALY
35.37658978,NORMAL
15.11992905,NORMAL
71.97550606,NORMAL
80.00073204,NORMAL
4599.437219,ANOMALY
97.24536161,NORMAL
50.11459189,NORMAL
18.56061236,NORMAL
29.45699812,NORMAL
5963.548244,ANOMALY
14.50810754,NORMAL
58.91213072,NORMAL
45.9367123,NORMAL
11.37255947,NORMAL
69.21071426,NORMAL
81.07773908,NORMAL
10.22149845,NORMAL
81.24185445,NORMAL
24.70486737,NORMAL
69.98943622,NORMAL
84.95857436,NORMAL
10.35260447,NORMAL
93.66271551,NORMAL
74.90986187,NORMAL
89.03157499,NORMAL
72.61982402,NORMAL
65.0521412,NORMAL
68.53154146,NORMAL
22.52449792,NORMAL
9865.491016,ANOMALY
0.91597124,NORMAL
97.92059944,NORMAL
75.31024805,NORMAL
93.35545839,NORMAL
57.2415421,NORMAL
47.39148614,NORMAL
37.73807379,NORMAL
61.5080648,NORMAL
53.63279916,NORMAL
9827.646704,ANOMALY
4.70613115,NORMAL
93.59970573,NORMAL
52.75443406,NORMAL
87.30158493,NORMAL
3723.043006,ANOMALY
38.61132075,NORMAL
53.25462351,NORMAL
46.31516376,NORMAL
0.443182854,NORMAL
5844.883708,ANOMALY
79.11941116,NORMAL
39.02670326,NORMAL
29.03410842,NORMAL
80.43325818,NORMAL
8063.56402,ANOMALY
82.71790821,NORMAL
87.27994074,NORMAL
95.03254596,NORMAL
74.35132834,NORMAL
2773.061755,ANOMALY
94.68625869,NORMAL
81.14707845,NORMAL
16.80396654,NORMAL
21.65165731,NORMAL
7089.195864,ANOMALY
4.217483573,NORMAL
50.55498632,NORMAL
46.07914663,NORMAL
30.41790073,NORMAL
43.9547888,NORMAL
28.47336728,NORMAL
37.50844028,NORMAL
32.74987346,NORMAL
75.49921924,NORMAL
4571.881145,ANOMALY
36.21373164,NORMAL
11.15077436,NORMAL
14.66465955,NORMAL
89.41742575,NORMAL
49.38299277,NORMAL
39.88421216,NORMAL
34.02370427,NORMAL
59.03349202,NORMAL
7.035563015,NORMAL
1599.990607,ANOMALY
64.630407,NORMAL
27.04570504,NORMAL
88.76127256,NORMAL
4.881182076,NORMAL
5342.172669,ANOMALY
57.11674859,NORMAL
25.3098031,NORMAL
69.64674206,NORMAL
44.28879365,NORMAL
5331.794587,ANOMALY
6.383060422,NORMAL
80.15417476,NORMAL
13.18956426,NORMAL
77.68837357,NORMAL
6910.8328,ANOMALY
74.9383002,NORMAL
3.767049747,NORMAL
14.60902791,NORMAL
88.13072384,NORMAL
4734.554556,ANOMALY
36.84601143,NORMAL
26.85426419,NORMAL
9.881917956,NORMAL
5.653701052,NORMAL
48.36906977,NORMAL
23.41031007,NORMAL
12.68460133,NORMAL
82.52299811,NORMAL
44.51433637,NORMAL
18.8717801,NORMAL
92.69851528,NORMAL
80.71160303,NORMAL
72.23806692,NORMAL
43.95985165,NORMAL
672.9274343,ANOMALY
94.94511712,NORMAL
2.786328487,NORMAL
12.20085376,NORMAL
48.73357065,NORMAL
1.714362917,NORMAL
19.5730484,NORMAL
50.82091135,NORMAL
41.24520337,NORMAL
15.86924895,NORMAL
6362.27107,ANOMALY
59.4607704,NORMAL
21.5807562,NORMAL
11.10739435,NORMAL
44.59831964,NORMAL
99.52555578,NORMAL
93.66327621,NORMAL
86.32437335,NORMAL
2.407516701,NORMAL
5.398317443,NORMAL
62.36811975,NORMAL
2.48774499,NORMAL
5.805191084,NORMAL
4.102198628,NORMAL
39.99527737,NORMAL
5242.045619,ANOMALY
4.139339691,NORMAL
81.21413139,NORMAL
32.55746758,NORMAL
95.85707158,NORMAL
5462.515392,ANOMALY
77.07555483,NORMAL
18.50321729,NORMAL
36.75082438,NORMAL
56.06908594,NORMAL
3045.609572,ANOMALY
88.3610873,NORMAL
83.8377976,NORMAL
65.5378278,NORMAL
30.77990342,NORMAL
7646.379405,ANOMALY
44.58810536,NORMAL
46.04501034,NORMAL
1.924286971,NORMAL
66.52056582,NORMAL
73.6812307,NORMAL
19.22119476,NORMAL
29.56854319,NORMAL
53.70022013,NORMAL
37.68256231,NORMAL
19.3570798,ANOMALY
39.23491066,NORMAL
23.05192328,NORMAL
48.04338412,NORMAL
54.01772128,NORMAL
19.55536859,NORMAL
77.69877523,NORMAL
89.66573007,NORMAL
25.82258437,NORMAL
84.60196791,NORMAL
23.50926362,NORMAL
36.31938862,NORMAL
57.40341265,NORMAL
61.45694086,NORMAL
45.51208738,NORMAL
2291.344779,ANOMALY
95.29237082,NORMAL
71.47874521,NORMAL
43.93235637,NORMAL
70.46035936,NORMAL
80.43643626,NORMAL
76.11731794,NORMAL
72.87728841,NORMAL
55.93462415,NORMAL
95.40168908,NORMAL
84.73275015,NORMAL
88.90527559,NORMAL
3.908780013,NORMAL
21.91592217,NORMAL
34.27392239,NORMAL
47.63876315,NORMAL
86.13612638,NORMAL
40.97195602,NORMAL
53.29422205,NORMAL
26.67280211,NORMAL
1141.174238,ANOMALY
77.76794075,NORMAL
37.70357557,NORMAL
87.79155885,NORMAL
53.40718957,NORMAL
16.5000118,NORMAL
74.51462541,NORMAL
44.10499895,NORMAL
81.49231335,NORMAL
40.90864317,NORMAL
4.858126807,NORMAL
67.19751078,NORMAL
73.59085868,NORMAL
23.76908007,NORMAL
21.32505095,NORMAL
791.305697,ANOMALY
88.32614943,NORMAL
8.341637523,NORMAL
44.82499127,NORMAL
46.43280312,NORMAL
31.64032801,NORMAL
73.65988335,NORMAL
48.38874049,NORMAL
10.73427848,NORMAL
56.61796249,NORMAL
12.00079509,NORMAL
7.207149635,NORMAL
86.96808049,NORMAL
67.92212516,NORMAL
3.988254746,NORMAL
11.8258078,NORMAL
38.82974397,NORMAL
52.17538402,NORMAL
9.131549233,NORMAL
48.08013801,NORMAL
3815.843836,ANOMALY
73.03647273,NORMAL
6.221909562,NORMAL
4.666777856,NORMAL
90.51443072,NORMAL
9231.269543,ANOMALY
62.6065145,NORMAL
87.94905571,NORMAL
92.10122617,NORMAL
48.63768542,NORMAL
57.14757996,NORMAL
27.05574299,NORMAL
3.997804746,NORMAL
58.71905883,NORMAL
62.8840258,NORMAL
75.12714523,NORMAL
44.16899079,NORMAL
87.92079042,NORMAL
81.20295205,NORMAL
90.42765974,NORMAL
99.59352945,NORMAL
57.68694287,NORMAL
36.34302263,NORMAL
9.00405035,NORMAL
78.59757437,NORMAL
52.52544153,NORMAL
46.51595017,NORMAL
20.70025714,NORMAL
85.01220363,NORMAL
35.16160329,NORMAL
1334.276725,ANOMALY
85.16441203,NORMAL
98.15431756,NORMAL
62.10097368,NORMAL
86.35190221,NORMAL
2411.889158,ANOMALY
14.33267127,NORMAL
64.99893504,NORMAL
33.73361253,NORMAL
70.70656223,NORMAL
71.74673671,NORMAL
14.8124005,NORMAL
4.254484015,NORMAL
77.94194973,NORMAL
37.04009711,NORMAL
8261.103566,ANOMALY
14.59099863,NORMAL
82.41670372,NORMAL
38.15957334,NORMAL
91.91154767,NORMAL
6709.023289,ANOMALY
47.86821385,NORMAL
62.14886702,NORMAL
37.8921089,NORMAL
10.47622717,NORMAL
48.99386812,NORMAL
23.82096158,NORMAL
79.82082575,NORMAL
28.04167974,NORMAL
47.62013389,NORMAL
69.2833148,NORMAL
10.95428561,NORMAL
11.74394071,NORMAL
32.20461246,NORMAL
36.82852157,NORMAL
4342.809622,ANOMALY
3.683249173,NORMAL
58.52577465,NORMAL
13.74972191,NORMAL
16.38050152,NORMAL
4187.719331,ANOMALY
61.33863955,NORMAL
90.28520881,NORMAL
94.92459246,NORMAL
17.76192802,NORMAL
6.116597502,NORMAL
60.19784991,NORMAL
11.57091445,NORMAL
70.22795413,NORMAL
42.39050246,NORMAL
1871.919417,ANOMALY
15.58180865,NORMAL
24.88790994,NORMAL
30.53172577,NORMAL
89.20085811,NORMAL
1605.165732,ANOMALY
83.94885344,NORMAL
75.72982632,NORMAL
49.29086673,NORMAL
64.37013423,NORMAL
6082.849162,ANOMALY
21.54231557,NORMAL
28.72918774,NORMAL
46.39058139,NORMAL
76.60819442,NORMAL
93.38333858,NORMAL
43.13204772,NORMAL
46.11026139,NORMAL
0.798778631,NORMAL
91.72392685,NORMAL
82.43071894,NORMAL
75.5243016,NORMAL
26.35284059,NORMAL
6.133639912,NORMAL
79.15399049,NORMAL
2098.259815,ANOMALY
72.5267396,NORMAL
7.757520052,NORMAL
83.48441008,NORMAL
6.914943123,NORMAL
22.77918965,NORMAL
50.84538524,NORMAL
58.44075566,NORMAL
7.426610817,NORMAL
1.403988069,NORMAL
2779.459545,ANOMALY
24.09911919,NORMAL
21.42414141,NORMAL
34.61261901,NORMAL
22.88149431,NORMAL
7914.508194,ANOMALY
82.34112484,NORMAL
93.07429028,NORMAL
57.66742997,NORMAL
94.2166259,NORMAL
97.97526352,NORMAL
3.997944129,NORMAL
87.16063165,NORMAL
52.77512224,NORMAL
27.32710175,NORMAL
6233.865783,ANOMALY
8.870168212,NORMAL
32.24758728,NORMAL
27.001596,NORMAL
53.81782774,NORMAL
51.36783178,NORMAL
47.05478681,NORMAL
70.60255604,NORMAL
10.39519761,NORMAL
88.2462173,NORMAL
4492.236289,ANOMALY
71.68144699,NORMAL
23.8728238,NORMAL
93.44474402,NORMAL
62.76774397,NORMAL
24.48260442,NORMAL
75.96640855,NORMAL
50.25055385,NORMAL
14.46879035,NORMAL
4.930575368,NORMAL
18.82733178,NORMAL
95.864386,NORMAL
79.81745255,NORMAL
66.80573311,NORMAL
73.30922292,NORMAL
68.43492734,NORMAL
33.88886354,NORMAL
64.58151697,NORMAL
37.0560033,NORMAL
84.93705802,NORMAL
79.66126749,NORMAL
15.16951517,NORMAL
94.37475955,NORMAL
64.96510511,NORMAL
41.57906509,NORMAL
99.82446643,NORMAL
56.16845383,NORMAL
40.25785156,NORMAL
93.73872555,NORMAL
96.99177573,NORMAL
8.894115477,NORMAL
61.85618222,NORMAL
3.648067196,NORMAL
88.63088805,NORMAL
59.33008712,NORMAL
1251.7092,ANOMALY
28.11993719,NORMAL
75.85523903,NORMAL
11.9086481,NORMAL
57.62210245,NORMAL
77.9589445,NORMAL
37.80471476,NORMAL
5.688647534,NORMAL
31.31155846,NORMAL
98.36555827,NORMAL
2296.928316,ANOMALY
28.69885195,NORMAL
90.63405268,NORMAL
19.00601241,NORMAL
20.99471527,NORMAL
38.34390757,NORMAL
57.69722028,NORMAL
28.62687318,NORMAL
2.46374035,NORMAL
24.91235514,NORMAL
9429.05716,ANOMALY
29.9403431,NORMAL
50.09859335,NORMAL
54.05903553,NORMAL
32.79337525,NORMAL
9475.021473,ANOMALY
94.34061047,NORMAL
58.97624476,NORMAL
54.31230104,NORMAL
82.58464158,NORMAL
2094.277175,ANOMALY
70.55268194,NORMAL
84.3195705,NORMAL
66.47142451,NORMAL
60.53629922,NORMAL
6633.424478,ANOMALY
46.63585176,NORMAL
36.14463812,NORMAL
97.38791932,NORMAL
58.09102481,NORMAL
63.27870958,NORMAL
46.40435797,NORMAL
43.80647669,NORMAL
57.2759225,NORMAL
33.13845694,NORMAL
14.00008758,NORMAL
4.591651533,NORMAL
69.1195343,NORMAL
56.46311047,NORMAL
0.614945326,NORMAL
1118.677689,ANOMALY
64.72773078,NORMAL
81.18575147,NORMAL
98.06614634,NORMAL
16.70479512,NORMAL
51.68821507,NORMAL
2.64487186,NORMAL
21.03932508,NORMAL
12.05513722,NORMAL
6.565759823,NORMAL
49.14608943,NORMAL
65.49243694,NORMAL
51.0413032,NORMAL
50.38400509,NORMAL
48.72063214,NORMAL
8972.02749,ANOMALY
4.035973837,NORMAL
89.32973457,NORMAL
61.15914345,NORMAL
42.28835477,NORMAL
9072.248364,ANOMALY
56.3034139,NORMAL
62.31999305,NORMAL
45.52752657,NORMAL
17.01183255,NORMAL
2960.604359,ANOMALY
18.12308409,NORMAL
1.601135754,NORMAL
60.01992713,NORMAL
95.77236991,NORMAL
3783.238051,ANOMALY
12.39113112,NORMAL
44.24788242,NORMAL
31.59210505,NORMAL
4.588619367,NORMAL
3.05737854,NORMAL
47.30103548,NORMAL
65.41508135,NORMAL
45.47690542,NORMAL
0.502042847,NORMAL
6594.728134,ANOMALY
56.58817574,NORMAL
11.14585195,NORMAL
69.13651552,NORMAL
82.12310223,NORMAL
3646.584497,ANOMALY
16.00389301,NORMAL
96.22415136,NORMAL
65.15763851,NORMAL
90.66857492,NORMAL
9193.874174,ANOMALY
23.19930062,NORMAL
15.60042776,NORMAL
55.34900694,NORMAL
23.99540396,NORMAL
1592.719446,ANOMALY
78.9365583,NORMAL
57.6033702,NORMAL
48.19110914,NORMAL
88.69443823,NORMAL
64.7239418,NORMAL
65.67422637,NORMAL
34.52784355,NORMAL
35.00421106,NORMAL
60.31042406,NORMAL
8054.80282,ANOMALY
45.38203329,NORMAL
47.72051885,NORMAL
64.65770268,NORMAL
67.52489069,NORMAL
8214.693752,ANOMALY
55.19202138,NORMAL
53.93083038,NORMAL
27.65452157,NORMAL
84.11727048,NORMAL
1285.312414,ANOMALY
90.03461279,NORMAL
41.82219156,NORMAL
4.457567723,NORMAL
70.16295396,NORMAL
94.7020588,NORMAL
63.31047092,NORMAL
86.16319443,NORMAL
96.48228561,NORMAL
36.45070702,NORMAL
4319.896423,ANOMALY
44.59317085,NORMAL
31.43286798,NORMAL
31.09857936,NORMAL
10.2769408,NORMAL
5007.719653,ANOMALY
65.71639409,NORMAL
85.07947493,NORMAL
56.77844278,NORMAL
43.22017071,NORMAL
68.9515894,NORMAL
28.42539151,NORMAL
37.13179184,NORMAL
99.13044246,NORMAL
44.8010593,NORMAL
33.32996873,NORMAL
64.34266148,NORMAL
46.05796584,NORMAL
99.80007585,NORMAL
39.43564637,NORMAL
44.90558189,NORMAL
88.77019937,NORMAL
65.64022959,NORMAL
53.69914403,NORMAL
33.90324788,NORMAL
45.62917421,NORMAL
22.91876975,NORMAL
52.32612707,NORMAL
1.778121704,NORMAL
60.50000677,NORMAL
97.47548274,NORMAL
52.97279463,NORMAL
55.97688882,NORMAL
4.435881197,NORMAL
92.54511927,NORMAL
2.743504372,NORMAL
30.20342823,NORMAL
7.257793601,NORMAL
32.59104732,NORMAL
34.12754701,NORMAL
66.65959131,NORMAL
31.21156411,NORMAL
52.84085511,NORMAL
3.273027733,NORMAL
48.14349977,NORMAL
50.94253821,NORMAL
42.15816884,NORMAL
9.902833679,NORMAL
18.96636295,NORMAL
62.89263093,NORMAL
4749.786571,ANOMALY
83.46684972,NORMAL
66.9065991,NORMAL
67.05772522,NORMAL
96.79190898,NORMAL
1081.573127,ANOMALY
8.879976175,NORMAL
39.97660045,NORMAL
97.44216358,NORMAL
33.78643259,NORMAL
3246.140227,ANOMALY
78.82530509,NORMAL
4.737195571,NORMAL
10.39492515,NORMAL
52.90460619,NORMAL
2578.866319,ANOMALY
70.68114351,NORMAL
42.65464843,NORMAL
76.66298258,NORMAL
47.26228034,NORMAL
9714.907299,ANOMALY
22.2487791,NORMAL
21.67552955,NORMAL
42.90506207,NORMAL
86.85759504,NORMAL
34.4673813,NORMAL
58.94808028,NORMAL
26.75035713,NORMAL
76.547903,NORMAL
90.67439362,NORMAL
23.39995185,NORMAL
64.28995126,NORMAL
39.5077839,NORMAL
84.9652223,NORMAL
32.09126934,NORMAL
47.27899968,NORMAL
10.64168034,NORMAL
34.57618631,NORMAL
58.45088824,NORMAL
56.47522994,NORMAL
24.70588141,NORMAL
23.4348232,NORMAL
79.8909943,NORMAL
14.16455482,NORMAL
66.21828364,NORMAL
6.405729991,NORMAL
19.828728,NORMAL
65.33474584,NORMAL
93.22988845,NORMAL
67.97502169,NORMAL
5793.424632,ANOMALY
42.6693005,NORMAL
20.52810718,NORMAL
44.31387485,NORMAL
26.4578078,NORMAL
1175.292373,ANOMALY
84.75601985,NORMAL
68.7791098,NORMAL
14.22343117,NORMAL
78.57750121,NORMAL
1660.329019,ANOMALY
82.79005506,NORMAL
62.75577673,NORMAL
17.86820328,NORMAL
76.25736782,NORMAL
7.503194712,NORMAL
71.27743111,NORMAL
11.05069518,NORMAL
11.43515517,NORMAL
9.096467725,NORMAL
7322.100692,ANOMALY
22.73951978,NORMAL
25.3365821,NORMAL
41.235702,NORMAL
95.45912797,NORMAL
64.77946327,NORMAL
9.884242304,NORMAL
11.69137134,NORMAL
23.21431992,NORMAL
88.93786726,NORMAL
64.36741387,NORMAL
74.24415803,NORMAL
54.55494743,NORMAL
34.24293097,NORMAL
75.44106575,NORMAL
96.95590685,NORMAL
85.82218708,NORMAL
11.63287955,NORMAL
14.97944216,NORMAL
61.89126591,NORMAL
2594.369469,ANOMALY
66.37856242,NORMAL
72.50758934,NORMAL
61.35396538,NORMAL
60.96940098,NORMAL
225.2448985,ANOMALY
68.91326946,NORMAL
79.89485674,NORMAL
72.79229733,NORMAL
64.79431538,NORMAL
1125.895751,ANOMALY
86.97583358,NORMAL
16.36845622,NORMAL
28.60282115,NORMAL
56.58213765,NORMAL
5627.45677,ANOMALY
3.678183876,NORMAL
77.01344784,NORMAL
98.57335188,NORMAL
88.54726627,NORMAL
8140.223815,ANOMALY
49.61143615,NORMAL
83.30522079,NORMAL
7.862286609,NORMAL
86.06308209,NORMAL
72.14342377,NORMAL
19.95217597,NORMAL
3.603002143,NORMAL
17.11496546,NORMAL
33.84451588,NORMAL
82.21527451,NORMAL
25.09676321,NORMAL
74.51555845,NORMAL
75.48638775,NORMAL
43.90281692,NORMAL
2334.041408,ANOMALY
40.5271603,NORMAL
17.72426219,NORMAL
86.56236432,NORMAL
67.29200297,NORMAL
2085.822669,ANOMALY
71.32018221,NORMAL
41.5989926,NORMAL
1.328090481,NORMAL
14.67740947,NORMAL
1285.522506,ANOMALY
80.70051446,NORMAL
35.68018653,NORMAL
88.9925742,NORMAL
86.72815013,NORMAL
89.06714327,NORMAL
36.35339972,NORMAL
38.34723159,NORMAL
67.05542753,NORMAL
94.17827059,NORMAL
3368.047852,ANOMALY
94.08551355,NORMAL
89.76087388,NORMAL
81.51815156,NORMAL
32.2051343,NORMAL
9947.288971,ANOMALY
38.67123758,NORMAL
27.51512311,NORMAL
81.62384245,NORMAL
53.69956882,NORMAL
523.2816247,ANOMALY
93.7616193,NORMAL
38.31431395,NORMAL
91.92313906,NORMAL
55.52704982,NORMAL
67.00370084,NORMAL
88.98583024,NORMAL
3.530517288,NORMAL
79.32249128,NORMAL
7.975916003,NORMAL
19.43885365,NORMAL
19.91453967,NORMAL
54.04290873,NORMAL
71.71722774,NORMAL
82.13557213,NORMAL
71.73835213,NORMAL
18.87999444,NORMAL
11.59948803,NORMAL
20.39209961,NORMAL
49.58320712,NORMAL
35.7656162,NORMAL
51.68031685,NORMAL
44.66440013,NORMAL
84.82284185,NORMAL
84.51234459,NORMAL
11.32231738,NORMAL
29.92602131,NORMAL
21.68373487,NORMAL
35.36117479,NORMAL
46.98592627,NORMAL
86.09199277,NORMAL
54.45211574,NORMAL
15.4389123,NORMAL
87.20006512,NORMAL
40.94399658,NORMAL
4513.679838,ANOMALY
65.35468114,NORMAL
91.74457724,NORMAL
96.39157379,NORMAL
14.67409958,NORMAL
6767.36878,ANOMALY
16.81122884,NORMAL
3.394873957,NORMAL
94.27516131,NORMAL
47.73729585,NORMAL
3752.445128,ANOMALY
31.80862915,NORMAL
2.33088828,NORMAL
21.01582376,NORMAL
59.18355284,NORMAL
53.81130587,NORMAL
32.45945842,NORMAL
62.29626603,NORMAL
61.27339692,NORMAL
58.19799059,NORMAL
6385.617268,ANOMALY
41.3087746,NORMAL
55.58321434,NORMAL
86.69579006,NORMAL
22.62643759,NORMAL
73.41253403,NORMAL
56.17974342,NORMAL
88.04439489,NORMAL
95.1315533,NORMAL
82.83929268,NORMAL
48.13523507,NORMAL
80.66944242,NORMAL
44.291691,NORMAL
18.44057264,NORMAL
66.03159074,NORMAL
1773.814177,ANOMALY
65.3579047,NORMAL
12.314092,NORMAL
5.441832165,NORMAL
83.3835869,NORMAL
8667.006819,ANOMALY
37.80995513,NORMAL
38.21503309,NORMAL
16.54333056,NORMAL
82.17050025,NORMAL
80.34943355,NORMAL
62.88056202,NORMAL
88.41294979,NORMAL
4.175599182,NORMAL
48.39094038,NORMAL
20.0037549,NORMAL
16.52035381,NORMAL
29.89268098,NORMAL
79.67514112,NORMAL
44.51604252,NORMAL
19.71482874,NORMAL
59.34567857,NORMAL
56.39149711,NORMAL
47.96112686,NORMAL
26.19867616,NORMAL
41.41717843,NORMAL
26.58888025,NORMAL
86.6832649,NORMAL
45.62591513,NORMAL
39.5373899,NORMAL
34.33706193,NORMAL
8.053624526,NORMAL
0.028295889,NORMAL
39.65928994,NORMAL
89.83221056,NORMAL
1348.929887,ANOMALY
21.95368352,NORMAL
14.29422165,NORMAL
55.95732783,NORMAL
94.34160494,NORMAL
9580.844611,ANOMALY
80.48689865,NORMAL
17.9352928,NORMAL
81.31081562,NORMAL
71.28339166,NORMAL
83.6928184,NORMAL
84.84452412,NORMAL
17.17268055,NORMAL
53.14220566,NORMAL
63.48314223,NORMAL
6170.389734,ANOMALY
58.0568012,NORMAL
22.40046936,NORMAL
35.36943319,NORMAL
37.61460842,NORMAL
85.50113094,NORMAL
