Amount,Class
55.42208535,NORMAL
40.99472044,NORMAL
27.82656592,NORMAL
68.77131037,NORMAL
35.70072224,NORMAL
113.2017687,NORMAL
70.1858426,NORMAL
17.39830878,NORMAL
-23.89361294,NORMAL
-11010.57712,ANOMALY
-22.64473738,NORMAL
-63.66971181,NORMAL
105.8273815,NORMAL
-53.56913077,NORMAL
11359.36242,ANOMALY
-52.03941905,NORMAL
-86.0400458,NORMAL
254.8515799,NORMAL
-96.33298067,NORMAL
-76.62398603,NORMAL
40.36439919,NORMAL
24.65909246,NORMAL
-177.4432956,NORMAL
118.4741033,NORMAL
-17568.5271,ANOMALY
-18.58233607,NORMAL
-42.27808438,NORMAL
-86.14137034,NORMAL
-28.1753374,NORMAL
16660.86531,ANOMALY
142.1013774,NORMAL
-61.90188766,NORMAL
90.20319498,NORMAL
262.690317,NORMAL
-8333.47271,ANOMALY
143.7848699,NORMAL
-88.52953088,NORMAL
-67.03479668,NORMAL
28.77391298,NORMAL
-182.5282397,NORMAL
-150.4901111,NORMAL
-71.37405737,NORMAL
27.473957,NORMAL
-93.31564913,NORMAL
14.29891802,NORMAL
-46.60866727,NORMAL
85.11952272,NORMAL
-14.4702766,NORMAL
13.7039614,NORMAL
-26560.05284,ANOMALY
35.8843325,NORMAL
-22.61686302,NORMAL
151.6133248,NORMAL
-23.65156959,NORMAL
11242.27217,ANOMALY
111.3395534,NORMAL
-20.11350443,NORMAL
-158.6949984,NORMAL
78.33954917,NORMAL
18126.03952,ANOMALY
1.596987007,NORMAL
100.6257575,NORMAL
-31.85849081,NORMAL
-20.31487524,NORMAL
-2597.630176,ANOMALY
-54.03803611,NORMAL
-87.48283149,NORMAL
15.11736312,NORMAL
29.37752127,NORMAL
-1742.921642,ANOMALY
108.2998815,NORMAL
-165.8361577,NORMAL
-49.24211122,NORMAL
167.7982952,NORMAL
-69.95960107,NORMAL
-12.36179382,NORMAL
-35.9369684,NORMAL
-135.1853352,NORMAL
151.6984446,NORMAL
42.12021543,NORMAL
-160.6780169,NORMAL
4.330889492,NORMAL
-70.80778615,NORMAL
-76.01651569,NORMAL
18423.9777,ANOMALY
4.441630027,NORMAL
-55.32169152,NORMAL
-0.213598758,NORMAL
163.09131,NORMAL
67.81978719,NORMAL
21.6046706,NORMAL
0.558946697,NORMAL
-86.65842222,NORMAL
31.35792716,NORMAL
-58.94475119,NORMAL
82.65141925,NORMAL
119.5687724,NORMAL
-198.1556383,NORMAL
115.3247561,NORMAL
21420.51658,ANOMALY
-120.5234723,NORMAL
-2.016275284,NORMAL
12.08415726,NORMAL
87.55261947,NORMAL
-10980.37801,ANOMALY
12.19145035,NORMAL
-70.89004393,NORMAL
76.49898514,NORMAL
-174.1842241,NORMAL
-348.9273357,ANOMALY
19.68629338,NORMAL
108.6782703,NORMAL
5.194595437,NORMAL
111.9921093,NORMAL
-58.64789607,NORMAL
-4.958057995,NORMAL
-18.02040595,NORMAL
-54.20433954,NORMAL
67.00271323,NORMAL
-15135.91898,ANOMALY
-68.74076007,NORMAL
-54.3122061,NORMAL
85.38796149,NORMAL
-92.5911398,NORMAL
21.3898399,NORMAL
-18.16110692,NORMAL
-4.70760894,NORMAL
71.95582369,NORMAL
-118.0205794,NORMAL
8891.332214,ANOMALY
41.34408446,NORMAL
-240.9358203,NORMAL
128.454404,NORMAL
69.74102371,NORMAL
21.43095238,NORMAL
-34.8944299,NORMAL
-46.7018871,NORMAL
94.50559602,NORMAL
-75.63114806,NORMAL
7112.165208,ANOMALY
0.81512233,NORMAL
22.95434898,NORMAL
-89.0949113,NORMAL
1.740348497,NORMAL
86.77043616,NORMAL
7.147441512,NORMAL
66.14924061,NORMAL
-10.44390579,NORMAL
-74.27151304,NORMAL
86.91051382,NORMAL
-16.64362604,NORMAL
12.96725795,NORMAL
-103.9117497,NORMAL
20.87735754,NORMAL
-11407.52767,ANOMALY
-103.3117079,NORMAL
-111.3701278,NORMAL
-233.9802192,NORMAL
81.56218125,NORMAL
101.640279,NORMAL
3.096234823,NORMAL
5.430403952,NORMAL
28.70716439,NORMAL
-98.34664427,NORMAL
-159.3880172,NORMAL
-130.3184684,NORMAL
3.898775446,NORMAL
-18.05034979,NORMAL
18.23381065,NORMAL
-50.51569199,NORMAL
56.27961212,NORMAL
2.7886426,NORMAL
-191.3577881,NORMAL
-159.9990072,NORMAL
-112.8903834,NORMAL
127.1069611,NORMAL
-2.651686387,NORMAL
98.42071971,NORMAL
-56.83132008,NORMAL
-66.69951839,NORMAL
-110.3267203,NORMAL
13.24496324,NORMAL
76.22758146,NORMAL
10.68989048,NORMAL
17358.24732,ANOMALY
-9.205727879,NORMAL
-25.86367381,NORMAL
-85.23436758,NORMAL
192.7566777,NORMAL
9482.806283,ANOMALY
160.4720583,NORMAL
72.874444,NORMAL
230.9539931,NORMAL
28.6976707,NORMAL
-15066.34815,ANOMALY
3.695460006,NORMAL
49.6084485,NORMAL
110.5039372,NORMAL
32.23750298,NORMAL
132.0399713,NORMAL
-6.989646406,NORMAL
109.0258959,NORMAL
-43.53020893,NORMAL
7.798312693,NORMAL
-2132.219703,ANOMALY
15.16086092,NORMAL
-119.9031241,NORMAL
-59.90605185,NORMAL
-57.01131884,NORMAL
16372.49603,ANOMALY
-2.436060263,NORMAL
135.5877264,NORMAL
-15.97766963,NORMAL
-70.19966321,NORMAL
57.35651293,NORMAL
132.3299554,NORMAL
59.30190291,NORMAL
79.70308712,NORMAL
-34.34774632,NORMAL
-139.4655054,NORMAL
161.537717,NORMAL
53.01536964,NORMAL
77.58139738,NORMAL
9.971051604,NORMAL
-6874.015095,ANOMALY
-41.28564504,NORMAL
155.9823253,NORMAL
21.40397903,NORMAL
6.161881544,NORMAL
89.00299134,NORMAL
-59.16755827,NORMAL
-18.70616434,NORMAL
49.72038644,NORMAL
-181.5499375,NORMAL
-63.3959018,ANOMALY
58.8350489,NORMAL
451.1425276,NORMAL
-16.91822153,NORMAL
67.95703129,NORMAL
58.66463398,NORMAL
-73.95352319,NORMAL
-44.19375766,NORMAL
-129.2168817,NORMAL
64.2755433,NORMAL
-245.6168225,NORMAL
-35.14561967,NORMAL
8.07172276,NORMAL
17.94145544,NORMAL
15.9917653,NORMAL
-68.88624578,NORMAL
27.50910117,NORMAL
-88.47799333,NORMAL
207.651738,NORMAL
133.876417,NORMAL
5341.877926,ANOMALY
-53.91780599,NORMAL
-36.87015227,NORMAL
-90.45325375,NORMAL
-6.654990665,NORMAL
192.5977139,NORMAL
-47.52241053,NORMAL
35.34173527,NORMAL
-14.70545722,NORMAL
-99.6581667,NORMAL
-107.2503107,NORMAL
-30.65764353,NORMAL
-2.091461022,NORMAL
-102.9213027,NORMAL
59.48018513,NORMAL
8755.245137,ANOMALY
159.1316901,NORMAL
-77.78553394,NORMAL
79.90940046,NORMAL
89.95371289,NORMAL
-223.3517464,NORMAL
-145.069017,NORMAL
-57.52171141,NORMAL
25.1142454,NORMAL
73.51066876,NORMAL
-8825.07601,ANOMALY
-34.71235932,NORMAL
-18.44853313,NORMAL
105.604179,NORMAL
-104.5509801,NORMAL
-77.56785605,NORMAL
8.84770283,NORMAL
89.68294784,NORMAL
-15.13165997,NORMAL
-151.1995765,NORMAL
-7971.982121,ANOMALY
217.2170121,NORMAL
49.40008464,NORMAL
-214.1167796,NORMAL
-3.430917955,NORMAL
-16747.73674,ANOMALY
-129.359572,NORMAL
77.1118853,NORMAL
60.00689987,NORMAL
80.23044037,NORMAL
6232.14045,ANOMALY
162.8991805,NORMAL
-64.8383499,NORMAL
33.71680031,NORMAL
92.49078751,NORMAL
-12751.83774,ANOMALY
-109.6982982,NORMAL
9.027125999,NORMAL
-10.12418288,NORMAL
-123.811704,NORMAL
-52.5524853,NORMAL
62.48672592,NORMAL
-49.60531133,NORMAL
-43.80038816,NORMAL
197.0704373,NORMAL
-112.8787797,NORMAL
-115.0701008,NORMAL
-202.7510763,NORMAL
-4.598716838,NORMAL
43.04720834,NORMAL
-67.00492935,NORMAL
111.0882287,NORMAL
33.32006258,NORMAL
-103.2542654,NORMAL
122.6029671,NORMAL
-60.74500435,NORMAL
-59.37918962,NORMAL
113.1496618,NORMAL
115.7074822,NORMAL
-38.4302826,NORMAL
-4024.905618,ANOMALY
-40.89325195,NORMAL
62.24280372,NORMAL
93.43702386,NORMAL
104.9518118,NORMAL
158.0339822,NORMAL
0.265839631,NORMAL
166.339046,NORMAL
91.1114392,NORMAL
4.098283703,NORMAL
-32.93467182,NORMAL
142.8182227,NORMAL
115.1234549,NORMAL
-108.5540753,NORMAL
38.26654575,NORMAL
-29.66043472,NORMAL
2.258910733,NORMAL
210.8710615,NORMAL
-27.38463709,NORMAL
43.76998668,NORMAL
-110.90397,NORMAL
122.4840111,NORMAL
-102.8221319,NORMAL
-184.860647,NORMAL
-115.7456017,NORMAL
14.39334644,NORMAL
187.451941,NORMAL
56.19628793,NORMAL
102.0606383,NORMAL
81.14527589,NORMAL
-83.48457687,NORMAL
137.0556286,NORMAL
-24.09424908,NORMAL
65.11956049,NORMAL
17.2094242,NORMAL
-26.78346575,NORMAL
-92.59864409,NORMAL
-2.738534078,NORMAL
14.74839515,NORMAL
128.0457734,NORMAL
-54.03795336,NORMAL
80.33440536,NORMAL
-27.60029301,NORMAL
47.63406839,NORMAL
82.8247319,NORMAL
-10.9018917,NORMAL
132.2498884,NORMAL
141.6251286,NORMAL
10.95286691,NORMAL
-125.7328948,NORMAL
-143.7882009,NORMAL
1.794176821,NORMAL
-29.66969215,NORMAL
46.3442526,NORMAL
-8.260238325,NORMAL
-5710.715473,ANOMALY
-0.233154865,NORMAL
158.3513086,NORMAL
11.03721342,NORMAL
-78.70564369,NORMAL
-73.5327855,NORMAL
186.2638897,NORMAL
81.7838487,NORMAL
-21.99907212,NORMAL
128.3757162,NORMAL
-2808.877962,ANOMALY
-214.8906366,NORMAL
-17.67485864,NORMAL
27.50250043,NORMAL
-75.3402126,NORMAL
-51.90017403,NORMAL
41.88141318,NORMAL
-79.2129887,NORMAL
-207.8920568,NORMAL
79.59603205,NORMAL
503.3496597,ANOMALY
43.38330388,NORMAL
193.0993925,NORMAL
50.67023216,NORMAL
-54.65296227,NORMAL
-116.1487576,NORMAL
-98.92405263,NORMAL
-36.97893071,NORMAL
9.848972415,NORMAL
145.579611,NORMAL
-2.427760803,NORMAL
33.90788396,NORMAL
91.25410454,NORMAL
109.2913966,NORMAL
20.55958137,NORMAL
-744.8592002,ANOMALY
58.04001273,NORMAL
-25.939134,NORMAL
154.8871332,NORMAL
-176.883769,NORMAL
1860.922224,ANOMALY
126.4181119,NORMAL
20.10930103,NORMAL
13.65596324,NORMAL
-189.3685319,NORMAL
22614.7947,ANOMALY
86.58387423,NORMAL
36.67425737,NORMAL
-242.3425211,NORMAL
-126.8481685,NORMAL
6065.233012,ANOMALY
-21.32815262,NORMAL
44.88704647,NORMAL
-102.9516613,NORMAL
-57.76697714,NORMAL
-4639.974135,ANOMALY
-102.3639703,NORMAL
72.69214957,NORMAL
-43.05858763,NORMAL
61.16710502,NORMAL
-3607.820244,ANOMALY
0.957112396,NORMAL
17.87806588,NORMAL
122.6952841,NORMAL
-34.47745939,NORMAL
-10014.52252,ANOMALY
117.3609979,NORMAL
-221.1206548,NORMAL
92.12982878,NORMAL
20.75748238,NORMAL
-13555.41218,ANOMALY
-175.4280955,NORMAL
102.4901625,NORMAL
30.03830372,NORMAL
-101.8644069,NORMAL
-2109.901205,ANOMALY
4.839525272,NORMAL
-79.87823781,NORMAL
-11.4719741,NORMAL
128.4611538,NORMAL
-9551.350313,ANOMALY
93.23756068,NORMAL
-55.63890687,NORMAL
57.69039243,NORMAL
-28.02673644,NORMAL
-11357.87112,ANOMALY
-25.36411087,NORMAL
162.6378504,NORMAL
-171.542151,NORMAL
4.59083925,NORMAL
-23.98080203,NORMAL
-42.52212492,NORMAL
86.33627662,NORMAL
-11.43448236,NORMAL
-32.41014571,NORMAL
-17.53795182,NORMAL
45.84460376,NORMAL
52.83045342,NORMAL
23.76853905,NORMAL
-173.9274659,NORMAL
4038.711108,ANOMALY
114.4072461,NORMAL
-72.94036935,NORMAL
173.1162383,NORMAL
-60.93182618,NORMAL
-13.61424964,NORMAL
-219.0472539,NORMAL
-200.780596,NORMAL
-42.53557653,NORMAL
105.8499208,NORMAL
-8056.143473,ANOMALY
-57.5681097,NORMAL
76.77962381,NORMAL
-40.06346523,NORMAL
81.60730687,NORMAL
63.74948327,NORMAL
71.57044677,NORMAL
-160.254716,NORMAL
119.9869003,NORMAL
-105.6481518,NORMAL
-3880.849582,ANOMALY
-98.87602317,NORMAL
-23.77750053,NORMAL
3.263807783,NORMAL
-171.0190305,NORMAL
793.002535,ANOMALY
-78.04197059,NORMAL
-187.0927593,NORMAL
31.41740877,NORMAL
15.0598968,NORMAL
36.85154761,NORMAL
-165.1222128,NORMAL
-16.31440786,NORMAL
48.48674601,NORMAL
1.135618764,NORMAL
-218.2567513,NORMAL
62.84469408,NORMAL
-254.9891294,NORMAL
-262.7798977,NORMAL
31.33098416,NORMAL
-15834.46896,ANOMALY
-62.62177505,NORMAL
59.94687247,NORMAL
-62.3474951,NORMAL
-77.48251737,NORMAL
-29129.93065,ANOMALY
-24.12495588,NORMAL
-20.17432109,NORMAL
-109.7122676,NORMAL
18.81602802,NORMAL
-3206.695083,ANOMALY
-0.818636117,NORMAL
-41.24745692,NORMAL
35.47870792,NORMAL
3.355070879,NORMAL
-4769.196936,ANOMALY
232.257807,NORMAL
249.8356373,NORMAL
-168.456111,NORMAL
266.3070671,NORMAL
43.59801578,NORMAL
11.07837393,NORMAL
-64.62271154,NORMAL
152.311869,NORMAL
5.923143284,NORMAL
53.59593481,NORMAL
243.6648936,NORMAL
-87.76965849,NORMAL
-36.19818517,NORMAL
-29.32399076,NORMAL
14749.26036,ANOMALY
-186.3796457,NORMAL
-108.0609555,NORMAL
-140.5945719,NORMAL
35.30594971,NORMAL
68.49132822,NORMAL
126.8064554,NORMAL
32.33672604,NORMAL
-113.3468118,NORMAL
-20.16113896,NORMAL
5149.912402,ANOMALY
-60.90978946,NORMAL
-62.63161114,NORMAL
118.728615,NORMAL
104.3404108,NORMAL
109.2898542,NORMAL
159.0159713,NORMAL
-23.51956355,NORMAL
100.1934565,NORMAL
27.44897497,NORMAL
116.5692727,NORMAL
-119.5765609,NORMAL
130.336832,NORMAL
-148.3013251,NORMAL
-117.0163935,NORMAL
-112.2769993,NORMAL
-71.61252731,NORMAL
-88.76873537,NORMAL
-73.00955348,NORMAL
-56.20851764,NORMAL
6.029333375,NORMAL
-42.49005301,NORMAL
-249.4054942,NORMAL
56.31056152,NORMAL
5.577589718,NORMAL
22.58612947,NORMAL
-116.6247741,NORMAL
-181.0542494,NORMAL
-271.2648833,NORMAL
19.11496466,NORMAL
-3583.400737,ANOMALY
73.7921982,NORMAL
-0.18818967,NORMAL
47.53334362,NORMAL
63.59781741,NORMAL
-20970.35012,ANOMALY
19.45668364,NORMAL
150.713062,NORMAL
253.5300459,NORMAL
49.01523418,NORMAL
12762.22489,ANOMALY
19.84347774,NORMAL
18.08108011,NORMAL
-61.5486467,NORMAL
64.86009681,NORMAL
8269.964389,ANOMALY
57.28010017,NORMAL
-145.5985952,NORMAL
-82.20198862,NORMAL
54.25434506,NORMAL
2025.62082,ANOMALY
12.73511596,NORMAL
-46.20029341,NORMAL
-1.626281323,NORMAL
76.75853951,NORMAL
5292.037425,ANOMALY
86.46377965,NORMAL
26.91471635,NORMAL
-145.2940332,NORMAL
-24.25883498,NORMAL
11410.39276,ANOMALY
73.98210398,NORMAL
-79.65986973,NORMAL
47.92992236,NORMAL
-54.83437487,NORMAL
33.07599974,NORMAL
-56.89117101,NORMAL
-74.91447981,NORMAL
-16.9628997,NORMAL
-16.43330149,NORMAL
2064.460846,ANOMALY
80.96892585,NORMAL
23.58634232,NORMAL
-99.70447177,NORMAL
-38.94996415,NORMAL
328.8920642,NORMAL
-74.63558306,NORMAL
164.4101013,NORMAL
-119.0763196,NORMAL
-120.1579074,NORMAL
-15346.86753,ANOMALY
97.18183883,NORMAL
4.910031751,NORMAL
-32.83379395,NORMAL
86.68902572,NORMAL
-196.2508593,NORMAL
-133.3464112,NORMAL
-25.12375042,NORMAL
-88.88870003,NORMAL
155.4810633,NORMAL
4790.596388,ANOMALY
-97.48308427,NORMAL
-1.310405089,NORMAL
-24.71298539,NORMAL
-133.5885233,NORMAL
-31.80557641,NORMAL
-16.75974392,NORMAL
-138.8954981,NORMAL
-35.22907822,NORMAL
21.84503532,NORMAL
116.9197549,NORMAL
61.91801905,NORMAL
41.60412213,NORMAL
220.0355622,NORMAL
-48.43020089,NORMAL
-86.1982463,NORMAL
149.4400343,NORMAL
236.4964655,NORMAL
53.70750852,NORMAL
1.910550314,NORMAL
-2118.839872,ANOMALY
-135.4515093,NORMAL
-65.62275995,NORMAL
-67.22439861,NORMAL
77.7270941,NORMAL
-12176.15666,ANOMALY
174.1539343,NORMAL
-20.75708461,NORMAL
-119.1710831,NORMAL
133.103195,NORMAL
-109.215467,NORMAL
159.7343309,NORMAL
-76.38911012,NORMAL
2.97876911,NORMAL
145.8216163,NORMAL
-12661.07714,ANOMALY
-105.7397344,NORMAL
150.0338158,NORMAL
31.56472146,NORMAL
89.97411613,NORMAL
4379.819655,ANOMALY
-8.888985706,NORMAL
-67.0284046,NORMAL
284.1244026,NORMAL
-41.20729874,NORMAL
6469.180159,ANOMALY
-50.12123005,NORMAL
20.42168044,NORMAL
-41.22722986,NORMAL
100.3554346,NORMAL
-161.927045,NORMAL
13.00377118,NORMAL
-244.4362858,NORMAL
-31.06844812,NORMAL
66.84997878,NORMAL
8268.511137,ANOMALY
66.18752864,NORMAL
-48.13764448,NORMAL
54.08555176,NORMAL
54.10902439,NORMAL
-116.3093891,NORMAL
-74.88368532,NORMAL
-63.70717443,NORMAL
-38.77785228,NORMAL
-106.0432876,NORMAL
-94.17527619,NORMAL
-45.80819646,NORMAL
-34.68327789,NORMAL
-117.0720737,NORMAL
-61.67908729,NORMAL
5704.497287,ANOMALY
-149.9537317,NORMAL
49.94868436,NORMAL
40.91611403,NORMAL
145.3906752,NORMAL
3762.629091,ANOMALY
121.8608667,NORMAL
-142.5969454,NORMAL
30.45882713,NORMAL
-34.54956877,NORMAL
5370.169865,ANOMALY
12.17880667,NORMAL
-4.023839392,NORMAL
-34.8674251,NORMAL
-106.1636488,NORMAL
2225.101374,ANOMALY
-14.78458717,NORMAL
56.16379083,NORMAL
-212.0672371,NORMAL
265.0641537,NORMAL
39.05357329,NORMAL
-53.05838944,NORMAL
55.68706111,NORMAL
-6.595812964,NORMAL
-75.40583225,NORMAL
173.132865,NORMAL
20.25738182,NORMAL
4.481537606,NORMAL
-113.7851007,NORMAL
-69.71745046,NORMAL
-8286.199393,ANOMALY
42.74798579,NORMAL
-45.67328741,NORMAL
-133.156608,NORMAL
147.9284391,NORMAL
41.05139282,NORMAL
160.8218383,NORMAL
40.96371398,NORMAL
130.0350828,NORMAL
82.31685136,NORMAL
400.9513815,ANOMALY
111.3872172,NORMAL
-69.97656961,NORMAL
-135.4445467,NORMAL
-88.22571617,NORMAL
-53.47659007,NORMAL
96.97134255,NORMAL
21.40051166,NORMAL
-51.85685591,NORMAL
-200.4511275,NORMAL
45.36978866,NORMAL
-7.352993165,NORMAL
97.61448617,NORMAL
218.5603126,NORMAL
-7.341531078,NORMAL
20.39777625,NORMAL
-0.762952989,NORMAL
-58.40330151,NORMAL
10.90978868,NORMAL
89.90382979,NORMAL
2441.066301,ANOMALY
-104.8437586,NORMAL
-72.91785082,NORMAL
-83.81044246,NORMAL
175.469593,NORMAL
-98.60423317,NORMAL
-65.71293428,NORMAL
35.30582931,NORMAL
-4.021688673,NORMAL
38.33075454,NORMAL
9807.663518,ANOMALY
-133.076845,NORMAL
13.01749203,NORMAL
12.62115274,NORMAL
15.94150693,NORMAL
-5.04788881,NORMAL
82.85042832,NORMAL
67.94405282,NORMAL
175.808072,NORMAL
30.40763,NORMAL
-17776.50828,ANOMALY
-95.71634491,NORMAL
-147.3952815,NORMAL
130.7679931,NORMAL
-98.77088324,NORMAL
-30.87102441,NORMAL
29.52174268,NORMAL
95.43080962,NORMAL
-97.35623877,NORMAL
-141.9901232,NORMAL
49.56505016,NORMAL
-120.2557218,NORMAL
72.50436861,NORMAL
-95.16998903,NORMAL
-53.73807392,NORMAL
4890.818373,ANOMALY
-20.33635027,NORMAL
-76.3177223,NORMAL
44.7158404,NORMAL
-85.90762821,NORMAL
-64.55622212,NORMAL
-81.83668887,NORMAL
-17.66236837,NORMAL
-52.70244216,NORMAL
21.17757496,NORMAL
48.70016352,NORMAL
43.25811688,NORMAL
153.521055,NORMAL
-52.62989175,NORMAL
-46.8975203,NORMAL
-6488.727395,ANOMALY
-49.47634277,NORMAL
119.4474832,NORMAL
52.71623702,NORMAL
-114.8688445,NORMAL
-9281.073995,ANOMALY
47.1610116,NORMAL
27.21334867,NORMAL
-116.8662071,NORMAL
-12.65116742,NORMAL
-70.8613602,NORMAL
-33.00460969,NORMAL
114.79355,NORMAL
102.1534977,NORMAL
-35.40994866,NORMAL
-4284.348402,ANOMALY
-110.420382,NORMAL
97.80859461,NORMAL
13.67595209,NORMAL
-19.5190109,NORMAL
-111.2905785,NORMAL
-104.1818376,NORMAL
22.09705838,NORMAL
-0.110763586,NORMAL
105.2220564,NORMAL
128.5679169,NORMAL
5.009806558,NORMAL
-11.42435125,NORMAL
25.63811032,NORMAL
103.3750608,NORMAL
3854.043552,ANOMALY
52.79232697,NORMAL
-56.89074965,NORMAL
-1.994479758,NORMAL
-93.67725657,NORMAL
2347.907398,ANOMALY
-131.6540157,NORMAL
-52.97734359,NORMAL
18.15901252,NORMAL
15.25837201,NORMAL
-13236.31305,ANOMALY
-21.47858909,NORMAL
25.30481716,NORMAL
-47.14423754,NORMAL
1.84728208,NORMAL
35.20931613,NORMAL
-2.1483702,NORMAL
-24.41862891,NORMAL
31.13952589,NORMAL
-2.349179766,NORMAL
-9341.098083,ANOMALY
-13.64974835,NORMAL
-103.0572552,NORMAL
46.60912104,NORMAL
219.9983756,NORMAL
200.859924,NORMAL
150.7544555,NORMAL
-118.9167501,NORMAL
112.0201883,NORMAL
-25.20508657,NORMAL
18290.69885,ANOMALY
-164.7154918,NORMAL
46.92411373,NORMAL
175.3462225,NORMAL
13.68572232,NORMAL
120.3807706,NORMAL
-60.7935544,NORMAL
-82.46637872,NORMAL
71.1464291,NORMAL
232.1600938,NORMAL
-5726.874107,ANOMALY
-223.4754425,NORMAL
60.08934752,NORMAL
66.42926045,NORMAL
-62.37136601,NORMAL
-984.3793357,ANOMALY
54.21865697,NORMAL
-114.1306434,NORMAL
-168.0052917,NORMAL
36.21375994,NORMAL
215.0112403,NORMAL
111.6382869,NORMAL
-33.20860645,NORMAL
67.68314311,NORMAL
85.5524688,NORMAL
2121.18275,ANOMALY
-8.834010243,NORMAL
10.9378241,NORMAL
128.1458174,NORMAL
147.427197,NORMAL
-170.876003,NORMAL
-24.84865957,NORMAL
-30.46011984,NORMAL
28.55451782,NORMAL
-40.16444274,NORMAL
-8433.157409,ANOMALY
-70.70605572,NORMAL
-57.97722233,NORMAL
-69.13875061,NORMAL
-61.67320335,NORMAL
-9642.573638,ANOMALY
-132.1878989,NORMAL
26.59602013,NORMAL
103.4846203,NORMAL
36.30519836,NORMAL
17.60172722,NORMAL
15.20221976,NORMAL
-32.06787794,NORMAL
138.3432757,NORMAL
-5.785156224,NORMAL
-1418.831719,ANOMALY
-222.9357972,NORMAL
-88.37727887,NORMAL
50.902379,NORMAL
110.6150809,NORMAL
111.7176833,NORMAL
-136.4120755,NORMAL
128.0020331,NORMAL
-55.83096849,NORMAL
11.2707256,NORMAL
-23673.50726,ANOMALY
39.7647214,NORMAL
-99.85217592,NORMAL
61.48114533,NORMAL
49.05531154,NORMAL
-174.6703285,NORMAL
-15.21653007,NORMAL
62.77335114,NORMAL
45.83529356,NORMAL
-104.739892,NORMAL
55.92050481,NORMAL
355.5551552,NORMAL
-64.2020097,NORMAL
-253.2039216,NORMAL
-80.48723766,NORMAL
-5688.628962,ANOMALY
-184.8047883,NORMAL
31.55134844,NORMAL
36.21183082,NORMAL
53.82232642,NORMAL
108.5027068,NORMAL
22.44337219,NORMAL
-139.6595047,NORMAL
-14.77882918,NORMAL
73.66858641,NORMAL
20055.72567,ANOMALY
135.1859509,NORMAL
-93.7361739,NORMAL
-79.5836903,NORMAL
-70.25053403,NORMAL
9145.439945,ANOMALY
37.13009092,NORMAL
-37.72273663,NORMAL
-6.658051564,NORMAL
130.3746912,NORMAL
-2850.083817,ANOMALY
42.81537479,NORMAL
-164.5889674,NORMAL
-39.99093781,NORMAL
67.01531887,NORMAL
8301.825375,ANOMALY
57.2549883,NORMAL
104.6066772,NORMAL
76.82358085,NORMAL
-54.50871477,NORMAL
-819.1906089,ANOMALY
15.70587935,NORMAL
-70.847003,NORMAL
232.2452909,NORMAL
-222.1844077,NORMAL
205.7862645,NORMAL
-69.80599005,NORMAL
-113.9273231,NORMAL
66.4162441,NORMAL
-9.685123215,NORMAL
10070.39298,ANOMALY
93.73952239,NORMAL
13.19343809,NORMAL
-30.45689225,NORMAL
74.66908651,NORMAL
-131.8657946,NORMAL
76.31225051,NORMAL
-5.408533022,NORMAL
-214.3515933,NORMAL
-152.2762685,NORMAL
-0.838916433,NORMAL
-17.34109401,NORMAL
70.46837285,NORMAL
