Amount,Class
7.3,NORMAL
0.77,NORMAL
72,NORMAL
56.09,NORMAL
39.77,NORMAL
0.89,NORMAL
235.7,NORMAL
10,NORMAL
40,NORMAL
57.5,NORMAL
30,NORMAL
29.99,NORMAL
1,NORMAL
24.02,NORMAL
8.61,NORMAL
29.99,NORMAL
0.89,NORMAL
10.69,NORMAL
12.41,NORMAL
1,NORMAL
60.92,NORMAL
43.34,NORMAL
3.75,NORMAL
3.59,NORMAL
16.19,NORMAL
4.95,NORMAL
11.36,NORMAL
12.98,NORMAL
539.17,NORMAL
246.96,NORMAL
10,NORMAL
0,NORMAL
2.31,NORMAL
30,NORMAL
102.13,NORMAL
22.03,NORMAL
34.27,NORMAL
5.31,NORMAL
25.03,NORMAL
15.8,NORMAL
2,NORMAL
8.49,NORMAL
3.67,NORMAL
0.77,NORMAL
9.27,NORMAL
50,NORMAL
2.23,NORMAL
77.98,NORMAL
46.77,NORMAL
399.07,NORMAL
17.99,NORMAL
64,NORMAL
11.99,NORMAL
10.2,NORMAL
75.65,NORMAL
49.98,NORMAL
92.91,NORMAL
9.65,NORMAL
1.98,NORMAL
121.48,NORMAL
2.72,NORMAL
13,NORMAL
2.99,NORMAL
6.99,NORMAL
50.78,NORMAL
13.49,NORMAL
79,NORMAL
2.85,NORMAL
13.99,NORMAL
55,NORMAL
37.57,NORMAL
1,NORMAL
11.99,NORMAL
1.48,NORMAL
7.69,NORMAL
20,NORMAL
48,NORMAL
0.92,NORMAL
17.57,NORMAL
529,ANOMALY
59.88,NORMAL
1,NORMAL
9.51,NORMAL
1.79,NORMAL
10,NORMAL
79,NORMAL
1,NORMAL
0.75,NORMAL
732,NORMAL
1015.61,NORMAL
11.5,NORMAL
20.74,NORMAL
4.42,NORMAL
158,NORMAL
49.9,NORMAL
1,NORMAL
99.9,NORMAL
7.48,NORMAL
91.76,NORMAL
8.99,NORMAL
64.99,NORMAL
139.75,NORMAL
3.44,NORMAL
254.41,NORMAL
18.45,NORMAL
9.99,NORMAL
10,NORMAL
632.4,NORMAL
67.94,NORMAL
54.99,NORMAL
834.84,NORMAL
29,NORMAL
16.5,NORMAL
50.99,NORMAL
8.83,NORMAL
5,NORMAL
1.98,NORMAL
22.83,NORMAL
92.82,NORMAL
3,NORMAL
45.56,NORMAL
268.93,NORMAL
712.82,NORMAL
24.9,NORMAL
2.27,NORMAL
22.77,NORMAL
114,NORMAL
6.99,NORMAL
8.28,NORMAL
1.99,NORMAL
35.93,NORMAL
8.93,NORMAL
37.96,NORMAL
80,NORMAL
4.69,NORMAL
7,NORMAL
1,NORMAL
64,NORMAL
36.61,NORMAL
30.49,NORMAL
10,NORMAL
59.9,NORMAL
4.45,NORMAL
9.99,NORMAL
0.89,NORMAL
69.99,NORMAL
39.05,NORMAL
15.19,NORMAL
42.64,NORMAL
37.89,NORMAL
52.05,NORMAL
59.9,NORMAL
79.54,NORMAL
3.71,NORMAL
25.41,NORMAL
1.5,NORMAL
1.98,NORMAL
9.72,NORMAL
1,NORMAL
12,NORMAL
75.17,NORMAL
17.99,NORMAL
291.36,NORMAL
25,NORMAL
8.5,NORMAL
30.41,NORMAL
15,NORMAL
0.89,NORMAL
102,NORMAL
27.34,NORMAL
158,NORMAL
35.64,NORMAL
1.29,NORMAL
1,NORMAL
67.1,NORMAL
2.98,NORMAL
11.46,NORMAL
3.98,NORMAL
6.85,NORMAL
1.48,NORMAL
24.99,NORMAL
41.96,NORMAL
30,NORMAL
530.85,NORMAL
74.22,NORMAL
16.83,NORMAL
2.99,NORMAL
2.67,NORMAL
317.25,NORMAL
23.97,NORMAL
8.84,NORMAL
5.95,NORMAL
986.31,NORMAL
10.08,NORMAL
35.95,NORMAL
11.22,NORMAL
206.77,NORMAL
1,NORMAL
11.45,NORMAL
3.95,NORMAL
17.68,NORMAL
22.24,NORMAL
9.23,NORMAL
242.15,NORMAL
50.2,NORMAL
8.99,NORMAL
9.99,NORMAL
149.9,NORMAL
0.89,NORMAL
10.99,NORMAL
48,NORMAL
9.99,NORMAL
12.9,NORMAL
18.56,NORMAL
15.25,NORMAL
9.99,NORMAL
2.89,NORMAL
8.98,NORMAL
158,NORMAL
12,NORMAL
131.37,NORMAL
0.76,NORMAL
1.29,NORMAL
26.72,NORMAL
80,NORMAL
5.98,NORMAL
12.36,NORMAL
13.79,NORMAL
145.56,NORMAL
18,NORMAL
10.77,NORMAL
4.49,NORMAL
29.56,NORMAL
0.01,NORMAL
275.89,NORMAL
1,NORMAL
15,NORMAL
50,NORMAL
470.88,NORMAL
2.69,NORMAL
11.46,NORMAL
605.5,NORMAL
0.99,NORMAL
55.61,NORMAL
0.89,NORMAL
11.98,NORMAL
2.72,NORMAL
120.02,NORMAL
10.8,NORMAL
79.95,NORMAL
1.79,NORMAL
26.57,NORMAL
10,NORMAL
134.7,NORMAL
17.5,NORMAL
69.99,NORMAL
15,NORMAL
11.97,NORMAL
69.99,NORMAL
47.85,NORMAL
59.9,NORMAL
174.88,NORMAL
19.98,NORMAL
99,NORMAL
8.38,NORMAL
2.68,NORMAL
21.5,NORMAL
12.99,NORMAL
24.9,NORMAL
25.99,NORMAL
105.16,NORMAL
1.98,NORMAL
1,NORMAL
1.78,NORMAL
9.99,NORMAL
10.99,NORMAL
30.5,NORMAL
56,NORMAL
4,NORMAL
223.25,NORMAL
1.98,NORMAL
79,NORMAL
57.64,NORMAL
16.98,NORMAL
1,NORMAL
24.99,NORMAL
29.35,NORMAL
68.7,NORMAL
29.9,NORMAL
32.51,NORMAL
29.48,NORMAL
2.5,NORMAL
37.99,NORMAL
4.88,NORMAL
5.26,NORMAL
25.98,NORMAL
54.8,NORMAL
125.86,NORMAL
75.93,NORMAL
589.21,NORMAL
13.99,NORMAL
1.79,NORMAL
114.34,NORMAL
204,NORMAL
1.18,NORMAL
23.43,NORMAL
8.99,NORMAL
18.56,NORMAL
28.14,NORMAL
0.77,NORMAL
4.52,NORMAL
12,NORMAL
4.95,NORMAL
1,NORMAL
4.2,NORMAL
4.99,NORMAL
9.9,NORMAL
0.05,NORMAL
15.79,NORMAL
1,NORMAL
24.9,NORMAL
1602.99,NORMAL
8.99,NORMAL
7.04,NORMAL
158,NORMAL
1,NORMAL
1.78,NORMAL
8.9,NORMAL
117.28,NORMAL
15,NORMAL
99,NORMAL
19.54,NORMAL
60,NORMAL
73,NORMAL
0.05,NORMAL
13.99,NORMAL
64.63,NORMAL
47.76,NORMAL
3.58,NORMAL
24.9,NORMAL
3.1,NORMAL
1.98,NORMAL
57.7,NORMAL
17.68,NORMAL
42.56,NORMAL
7.95,NORMAL
0.89,NORMAL
94.86,NORMAL
0.05,NORMAL
22,NORMAL
0.92,NORMAL
24.9,NORMAL
39.05,NORMAL
32.14,NORMAL
16.31,NORMAL
0.89,NORMAL
15.8,NORMAL
0.05,NORMAL
25.39,NORMAL
24.9,NORMAL
89.95,NORMAL
9.99,NORMAL
287.57,NORMAL
9.99,NORMAL
1,NORMAL
217,NORMAL
8.91,NORMAL
53.54,NORMAL
64.99,NORMAL
0.05,NORMAL
60,NORMAL
10.99,NORMAL
1.98,NORMAL
24.9,NORMAL
0.85,NORMAL
64,NORMAL
18,NORMAL
17.24,NORMAL
22.61,NORMAL
18.56,NORMAL
23.43,NORMAL
15.38,NORMAL
171.32,NORMAL
143.9,NORMAL
24.38,NORMAL
1.29,NORMAL
4.99,NORMAL
6.55,NORMAL
1,NORMAL
25,NORMAL
9.87,NORMAL
25,NORMAL
0,NORMAL
12.15,NORMAL
0.77,NORMAL
13.98,NORMAL
33.99,NORMAL
24.95,NORMAL
0.89,NORMAL
69.97,NORMAL
8.99,NORMAL
5,NORMAL
9.99,NORMAL
9.48,NORMAL
467.74,NORMAL
8.96,NORMAL
51.45,NORMAL
5,NORMAL
1.46,NORMAL
5,NORMAL
767.7,NORMAL
87.47,NORMAL
131.95,NORMAL
179.84,NORMAL
0.76,NORMAL
9.44,NORMAL
8.99,NORMAL
4.49,NORMAL
13.94,NORMAL
1.98,NORMAL
500,NORMAL
5.45,NORMAL
9.95,NORMAL
0.89,NORMAL
0.89,NORMAL
94.65,NORMAL
10.38,NORMAL
15.15,NORMAL
25.3,NORMAL
1.98,NORMAL
25.85,NORMAL
220.28,NORMAL
9.99,NORMAL
294.95,NORMAL
29.99,NORMAL
8.12,NORMAL
25.95,NORMAL
11.98,NORMAL
16.5,NORMAL
11.5,NORMAL
153,NORMAL
138,NORMAL
0.1,NORMAL
1.29,NORMAL
47.9,NORMAL
16.18,NORMAL
82.39,NORMAL
354.85,NORMAL
15.37,NORMAL
5.91,NORMAL
14.05,NORMAL
3.9,NORMAL
1.78,NORMAL
30,NORMAL
82.37,NORMAL
8,NORMAL
2.69,NORMAL
2.5,NORMAL
7.28,NORMAL
0.99,NORMAL
2.49,NORMAL
1,NORMAL
291.38,NORMAL
15,NORMAL
82.39,NORMAL
792.2,NORMAL
29.99,NORMAL
15,NORMAL
29.95,NORMAL
1.98,NORMAL
16.45,NORMAL
9.99,NORMAL
62.85,NORMAL
1,NORMAL
0.89,NORMAL
0.76,NORMAL
39.09,NORMAL
112.38,NORMAL
1.98,NORMAL
1.78,NORMAL
41.4,NORMAL
8.94,NORMAL
78.44,NORMAL
1528.9,NORMAL
17.87,NORMAL
88.88,NORMAL
29,NORMAL
237.98,NORMAL
9.73,NORMAL
8,NORMAL
1,NORMAL
14.2,NORMAL
5.07,NORMAL
37.5,NORMAL
203.83,NORMAL
5.42,NORMAL
9.95,NORMAL
7.69,NORMAL
11.38,NORMAL
1.29,NORMAL
197.16,NORMAL
52.93,NORMAL
44.91,NORMAL
3.37,NORMAL
25.54,NORMAL
7.82,NORMAL
9.31,NORMAL
0.89,NORMAL
34.6,NORMAL
7.99,NORMAL
1.98,NORMAL
11.99,NORMAL
34.9,NORMAL
34.95,NORMAL
1,NORMAL
0,NORMAL
13,NORMAL
8.9,NORMAL
1,NORMAL
74.64,NORMAL
352.89,NORMAL
45.9,NORMAL
6,NORMAL
5.35,NORMAL
9.99,NORMAL
74.22,NORMAL
5.8,NORMAL
8.04,NORMAL
0,NORMAL
309,NORMAL
82.5,NORMAL
156.04,NORMAL
128.68,NORMAL
17.5,NORMAL
9,NORMAL
144,NORMAL
11.5,NORMAL
186.14,NORMAL
11.45,NORMAL
8,NORMAL
55,NORMAL
59,NORMAL
0.89,NORMAL
56.86,NORMAL
10,NORMAL
293.34,NORMAL
8.99,NORMAL
6.1,NORMAL
6.99,NORMAL
14.99,NORMAL
0.46,NORMAL
1,NORMAL
201.1,NORMAL
1.49,NORMAL
8.97,NORMAL
1,NORMAL
2.34,NORMAL
21.03,NORMAL
196.46,NORMAL
23.9,NORMAL
2.49,NORMAL
1.79,NORMAL
13.27,NORMAL
10,NORMAL
418.48,NORMAL
15,NORMAL
1,NORMAL
1.98,NORMAL
148.59,NORMAL
128,NORMAL
188,NORMAL
102.9,NORMAL
17.28,NORMAL
7.8,NORMAL
1,NORMAL
28.9,NORMAL
15.3,NORMAL
8.99,NORMAL
15.17,NORMAL
6.56,NORMAL
158,NORMAL
7.19,NORMAL
1,NORMAL
7.69,NORMAL
13.31,NORMAL
20.53,NORMAL
8.9,NORMAL
18.8,NORMAL
69.7,NORMAL
19.51,NORMAL
93.82,NORMAL
107.9,NORMAL
7.65,NORMAL
139.95,NORMAL
1.29,NORMAL
158,NORMAL
21.98,NORMAL
6.95,NORMAL
135.98,NORMAL
4.04,NORMAL
13.27,NORMAL
14.81,NORMAL
158,NORMAL
1,NORMAL
38,NORMAL
2.72,NORMAL
158,NORMAL
42.35,NORMAL
1,NORMAL
57,NORMAL
268.13,NORMAL
89.9,NORMAL
1,NORMAL
75.13,NORMAL
0.89,NORMAL
22.79,NORMAL
2.69,NORMAL
136.3,NORMAL
16.99,NORMAL
6.74,NORMAL
89.46,NORMAL
51.67,NORMAL
5.47,NORMAL
0.77,NORMAL
2,NORMAL
24.08,NORMAL
0,NORMAL
2.28,NORMAL
11.03,NORMAL
8.99,NORMAL
4.97,NORMAL
104,NORMAL
158,NORMAL
158,NORMAL
158,NORMAL
1,NORMAL
1,NORMAL
4.91,NORMAL
158,NORMAL
44.99,NORMAL
474.59,NORMAL
1,NORMAL
0.77,NORMAL
69.81,NORMAL
63.7,NORMAL
158,NORMAL
7.74,NORMAL
158,NORMAL
8.99,NORMAL
64.99,NORMAL
1,NORMAL
150,NORMAL
158,NORMAL
53.75,NORMAL
1,NORMAL
6.99,NORMAL
22.17,NORMAL
29.9,NORMAL
50,NORMAL
2.27,NORMAL
500,NORMAL
4.77,NORMAL
158,NORMAL
5.99,NORMAL
189,NORMAL
158,NORMAL
13.99,NORMAL
1,NORMAL
19.99,NORMAL
0.89,NORMAL
64.5,NORMAL
7.81,NORMAL
7.59,NORMAL
1.98,NORMAL
135,NORMAL
3.16,NORMAL
32.52,NORMAL
213.1,NORMAL
10.59,NORMAL
48.94,NORMAL
101.26,NORMAL
158,NORMAL
192.17,NORMAL
1,NORMAL
28.9,NORMAL
86.97,NORMAL
0.89,NORMAL
82.62,NORMAL
0.79,NORMAL
5,NORMAL
21.66,NORMAL
113.59,NORMAL
0.99,NORMAL
90.5,NORMAL
17.92,NORMAL
136.3,NORMAL
343,NORMAL
84.95,NORMAL
19.72,NORMAL
0.95,NORMAL
25.28,NORMAL
281.42,NORMAL
4.49,NORMAL
5.99,NORMAL
240.9,NORMAL
7.62,NORMAL
0.99,NORMAL
1.98,NORMAL
158,NORMAL
7.65,NORMAL
12.14,NORMAL
9.48,NORMAL
158,NORMAL
10.86,NORMAL
31,NORMAL
46.39,NORMAL
1,NORMAL
64.93,NORMAL
12.99,NORMAL
10.62,NORMAL
8.49,NORMAL
40.2,NORMAL
99.99,NORMAL
55.97,NORMAL
226.53,NORMAL
0.77,NORMAL
14,NORMAL
1.78,NORMAL
15.13,NORMAL
3.56,NORMAL
38.44,NORMAL
49,NORMAL
1.68,NORMAL
1.94,NORMAL
14.99,NORMAL
2.78,NORMAL
17.49,NORMAL
1736,NORMAL
11.84,NORMAL
53.39,NORMAL
1.98,NORMAL
11.43,NORMAL
12.86,NORMAL
10.81,NORMAL
1,NORMAL
1.79,NORMAL
20.43,NORMAL
26,NORMAL
4.95,NORMAL
12.94,NORMAL
10,NORMAL
11,NORMAL
9.99,NORMAL
1.45,NORMAL
306.95,NORMAL
32.97,NORMAL
431,NORMAL
195,NORMAL
84.4,NORMAL
158,NORMAL
9.51,NORMAL
1.98,NORMAL
8,NORMAL
10.82,NORMAL
158,NORMAL
1,NORMAL
1,NORMAL
49.5,NORMAL
2.58,NORMAL
0.92,NORMAL
17.49,NORMAL
1.78,NORMAL
42.99,NORMAL
2.58,NORMAL
19.99,NORMAL
233.15,NORMAL
155.75,NORMAL
76.13,NORMAL
5,NORMAL
9.95,NORMAL
158,NORMAL
158,NORMAL
1,NORMAL
149.98,NORMAL
160,NORMAL
25,NORMAL
173,NORMAL
0.76,NORMAL
5.28,NORMAL
274.72,NORMAL
1,NORMAL
158,NORMAL
158,NORMAL
158,NORMAL
4.68,NORMAL
1,NORMAL
91.18,NORMAL
2.69,NORMAL
4.49,NORMAL
4.99,NORMAL
9.5,NORMAL
5.47,NORMAL
198.83,NORMAL
0.12,NORMAL
44.48,NORMAL
36.26,NORMAL
41.89,NORMAL
8.99,NORMAL
0.9,NORMAL
21.48,NORMAL
2.33,NORMAL
1,NORMAL
30.33,NORMAL
10.62,NORMAL
9.12,NORMAL
196.33,NORMAL
2.28,NORMAL
32.14,NORMAL
12.99,NORMAL
6.25,NORMAL
68,NORMAL
48.43,NORMAL
158,NORMAL
21.87,NORMAL
8.99,NORMAL
16.9,NORMAL
0.99,NORMAL
500,NORMAL
3.5,NORMAL
20,NORMAL
224.99,NORMAL
50,NORMAL
0.89,NORMAL
12.48,NORMAL
158,NORMAL
10.95,NORMAL
202.37,NORMAL
158,NORMAL
158,NORMAL
1,NORMAL
1,NORMAL
8.97,NORMAL
384.11,NORMAL
158,NORMAL
2452.03,NORMAL
160,NORMAL
4.86,NORMAL
35.79,NORMAL
0.77,NORMAL
147.2,NORMAL
0.76,NORMAL
1,NORMAL
71.73,NORMAL
20.07,NORMAL
59.9,NORMAL
2.69,NORMAL
160,NORMAL
158,NORMAL
7.49,NORMAL
75.08,NORMAL
229.9,NORMAL
99,NORMAL
23.97,NORMAL
78.03,NORMAL
158,NORMAL
1,NORMAL
158,NORMAL
160,NORMAL
21.29,NORMAL
9.57,NORMAL
37.85,NORMAL
64.94,NORMAL
0.99,NORMAL
30.33,NORMAL
1,NORMAL
224,NORMAL
55.94,NORMAL
367.2,NORMAL
1.29,NORMAL
160,NORMAL
1,NORMAL
1376.13,NORMAL
213.87,NORMAL
106.77,NORMAL
51.5,NORMAL
36.29,NORMAL
160,NORMAL
160,NORMAL
1,NORMAL
1,NORMAL
29.54,NORMAL
50,NORMAL
6.36,NORMAL
53.02,NORMAL
160,NORMAL
135.19,NORMAL
158,NORMAL
0.99,NORMAL
1,NORMAL
44,NORMAL
26,NORMAL
2.28,NORMAL
318,NORMAL
3.32,NORMAL
160,NORMAL
167.09,NORMAL
10.46,NORMAL
19.49,NORMAL
1,NORMAL
198,NORMAL
87.75,NORMAL
24,NORMAL
71.17,NORMAL
160,NORMAL
7.15,NORMAL
0.38,NORMAL
1,NORMAL
144.14,NORMAL
6.23,NORMAL
10.99,NORMAL
3.75,NORMAL
66.6,NORMAL
27.99,NORMAL
13.99,NORMAL
9.99,NORMAL
50,NORMAL
158,NORMAL
82.25,NORMAL
38,NORMAL
8.99,NORMAL
64.2,NORMAL
90,NORMAL
158,NORMAL
4.73,NORMAL
1,NORMAL
0.85,NORMAL
148.49,NORMAL
113.02,NORMAL
17.79,NORMAL
32.5,NORMAL
75.46,NORMAL
239.02,NORMAL
23.74,NORMAL
60,NORMAL
410.49,NORMAL
49.99,NORMAL
76.48,NORMAL
13.99,NORMAL
7.81,NORMAL
9.75,NORMAL
24,NORMAL
1.98,NORMAL
158,NORMAL
1.53,NORMAL
45.42,NORMAL
19.22,NORMAL
60,NORMAL
158,NORMAL
10.91,NORMAL
65,NORMAL
9.99,NORMAL
189.25,NORMAL
80.65,NORMAL
23.92,NORMAL
1.98,NORMAL
142.42,NORMAL
62.57,NORMAL
60.2,NORMAL
11.5,NORMAL
158,NORMAL
251.35,NORMAL
22.71,NORMAL
449,NORMAL
10.97,NORMAL
30.3,NORMAL
100,NORMAL
4,NORMAL
4,NORMAL
8.99,NORMAL
67.23,NORMAL
0.89,NORMAL
1,NORMAL
0,NORMAL
44.22,NORMAL
20.17,NORMAL
6.77,NORMAL
118.98,NORMAL
4.99,NORMAL
9.99,NORMAL
37.98,NORMAL
84.68,NORMAL
65.3,NORMAL
7.42,NORMAL
12,NORMAL
0.99,NORMAL
160,NORMAL
3.77,NORMAL
160,NORMAL
9.99,NORMAL
68.02,NORMAL
8.65,NORMAL
36.03,NORMAL
0.89,NORMAL
10,NORMAL
13.99,NORMAL
9.99,NORMAL
75.84,NORMAL
154.99,NORMAL
316,NORMAL
160,NORMAL
3.59,NORMAL
158,NORMAL
79,NORMAL
1,NORMAL
1,NORMAL
47.31,NORMAL
4,NORMAL
4.49,NORMAL
160,NORMAL
1,NORMAL
30.38,NORMAL
23.88,NORMAL
276.93,NORMAL
1,NORMAL
11.89,NORMAL
279.93,NORMAL
15.09,NORMAL
3.19,NORMAL
160,NORMAL
1.99,NORMAL
5.55,NORMAL
0.78,NORMAL
0.75,NORMAL
79.9,NORMAL
1,NORMAL
221.79,NORMAL
13.99,NORMAL
2.69,NORMAL
1.49,NORMAL
26.21,NORMAL
115,NORMAL
186.96,NORMAL
160,NORMAL
93,NORMAL
66.21,NORMAL
35.69,NORMAL
160,NORMAL
1,NORMAL
174.5,NORMAL
1,NORMAL
15,NORMAL
160,NORMAL
160,NORMAL
1,NORMAL
17.77,NORMAL
6.54,NORMAL
1,NORMAL
15.13,NORMAL
21.66,NORMAL
34.13,NORMAL
9.99,NORMAL
20,NORMAL
71.87,NORMAL
39.8,NORMAL
500,NORMAL
160,NORMAL
1,NORMAL
43.54,NORMAL
1.29,NORMAL
1.79,NORMAL
160,NORMAL
6.28,NORMAL
1,NORMAL
1,NORMAL
5.49,NORMAL
49.9,NORMAL
4.29,NORMAL
2.28,NORMAL
0.89,NORMAL
9,NORMAL
17.74,NORMAL
1,NORMAL
1.98,NORMAL
34.15,NORMAL
160,NORMAL
102,NORMAL
17.99,NORMAL
0.99,NORMAL
7712.43,NORMAL
85.79,NORMAL
21.52,NORMAL
160,NORMAL
73.66,NORMAL
2,NORMAL
160,NORMAL
14.93,NORMAL
158,NORMAL
1127.78,NORMAL
1,NORMAL
1,NORMAL
149.79,NORMAL
142.13,NORMAL
33.62,NORMAL
11.95,NORMAL
1.98,NORMAL
1.46,NORMAL
30.89,NORMAL
38.99,NORMAL
0.99,NORMAL
8.91,NORMAL
17.99,NORMAL
474,NORMAL
1.98,NORMAL
9.99,NORMAL
14.5,NORMAL
17.99,NORMAL
128,NORMAL
5,NORMAL
64.99,NORMAL
5,NORMAL
64.69,NORMAL
132,NORMAL
8,NORMAL
5,NORMAL
30,NORMAL
15.98,NORMAL
41.36,NORMAL
49.57,NORMAL
17.99,NORMAL
838.2,NORMAL
52.52,NORMAL
5,NORMAL
1.29,NORMAL
5,NORMAL
118,NORMAL
58.9,NORMAL
0.89,NORMAL
11.03,NORMAL
24.56,NORMAL
25.3,NORMAL
25.3,NORMAL
43.8,NORMAL
43.8,NORMAL
3.99,NORMAL
11.76,NORMAL
5,NORMAL
68.5,NORMAL
17.99,NORMAL
80.51,NORMAL
20,NORMAL
123.02,NORMAL
11.37,NORMAL
1.83,NORMAL
0.99,NORMAL
5,NORMAL
1,NORMAL
160,NORMAL
20.22,NORMAL
5,NORMAL
4.99,NORMAL
36.19,NORMAL
1,NORMAL
1,NORMAL
5,NORMAL
160,NORMAL
329,NORMAL
12.09,NORMAL
5,NORMAL
10.09,NORMAL
30,NORMAL
137.7,NORMAL
1.44,NORMAL
160,NORMAL
5,NORMAL
0.89,NORMAL
13.99,NORMAL
95,NORMAL
1.79,NORMAL
9.95,NORMAL
4,NORMAL
8.65,NORMAL
1.78,NORMAL
0.76,NORMAL
5,NORMAL
27.83,NORMAL
38.09,NORMAL
1,NORMAL
4.26,NORMAL
1.98,NORMAL
13.99,NORMAL
1.04,NORMAL
9.78,NORMAL
50.56,NORMAL
5,NORMAL
4.49,NORMAL
50,NORMAL
1,NORMAL
5,NORMAL
1.79,NORMAL
91.64,NORMAL
1,NORMAL
138,NORMAL
22.5,NORMAL
479.08,NORMAL
11.45,NORMAL
6.54,NORMAL
4.38,NORMAL
5,NORMAL
1,NORMAL
200,NORMAL
26.59,NORMAL
63.65,NORMAL
5,NORMAL
179.16,NORMAL
77.26,NORMAL
5,NORMAL
1,NORMAL
37.73,NORMAL
2.31,NORMAL
1,NORMAL
17.39,NORMAL
